Date,Open,High,Low,Close,Volume
03-01-00,1469.25,1478.0,1438.359985,1455.219971,931800000
04-01-00,1455.219971,1455.219971,1397.430054,1399.420044,1009000000
05-01-00,1399.420044,1413.27002,1377.680054,1402.109985,1085500000
06-01-00,1402.109985,1411.900024,1392.099976,1403.449951,1092300000
07-01-00,1403.449951,1441.469971,1400.72998,1441.469971,1225200000
